1.000000	0.000513	0.995988
0.500000	0.000513	0.995069
0.666667	0.001026	0.994551
0.500000	0.001026	0.994406
0.400000	0.001026	0.993995
0.500000	0.001538	0.993736
0.571429	0.002051	0.993066
0.625000	0.002564	0.992565
0.666667	0.003077	0.992561
0.600000	0.003077	0.992478
0.545455	0.003077	0.992058
0.500000	0.003077	0.992029
0.538462	0.003590	0.991472
0.500000	0.003590	0.991330
0.533333	0.004103	0.991242
0.562500	0.004615	0.991111
0.588235	0.005128	0.990770
0.611111	0.005641	0.989711
0.631579	0.006154	0.989022
0.650000	0.006667	0.989018
0.666667	0.007179	0.988857
0.681818	0.007692	0.988548
0.695652	0.008205	0.988410
0.708333	0.008718	0.988077
0.720000	0.009231	0.987888
0.730769	0.009744	0.987446
0.740741	0.010256	0.986504
0.714286	0.010256	0.986182
0.724138	0.010769	0.986033
0.733333	0.011282	0.985569
0.741935	0.011795	0.985534
0.718750	0.011795	0.985141
0.696970	0.011795	0.984913
0.676471	0.011795	0.984886
0.657143	0.011795	0.984285
0.666667	0.012308	0.984012
0.675676	0.012821	0.983851
0.684211	0.013333	0.983714
0.692308	0.013846	0.983513
0.675000	0.013846	0.983503
0.682927	0.014359	0.983470
0.690476	0.014872	0.982967
0.674419	0.014872	0.982882
0.681818	0.015385	0.982824
0.688889	0.015897	0.982659
0.695652	0.016410	0.982469
0.702128	0.016923	0.982334
0.708333	0.017436	0.981987
0.693878	0.017436	0.981909
0.700000	0.017949	0.981796
0.705882	0.018462	0.981458
0.692308	0.018462	0.981433
0.679245	0.018462	0.981432
0.685185	0.018974	0.981236
0.690909	0.019487	0.981004
0.696429	0.020000	0.980510
0.701754	0.020513	0.980453
0.706897	0.021026	0.979834
0.711864	0.021538	0.979651
0.716667	0.022051	0.979339
0.704918	0.022051	0.979160
0.709677	0.022564	0.978803
0.714286	0.023077	0.978544
0.703125	0.023077	0.978542
0.707692	0.023590	0.978433
0.712121	0.024103	0.977637
0.716418	0.024615	0.977587
0.720588	0.025128	0.977171
0.724638	0.025641	0.976343
0.714286	0.025641	0.975420
0.718310	0.026154	0.975328
0.708333	0.026154	0.975114
0.712329	0.026667	0.974834
0.716216	0.027179	0.974812
0.706667	0.027179	0.974561
0.710526	0.027692	0.974471
0.714286	0.028205	0.974458
0.717949	0.028718	0.973089
0.721519	0.029231	0.972374
0.725000	0.029744	0.972328
0.728395	0.030256	0.972082
0.731707	0.030769	0.972069
0.722892	0.030769	0.971749
0.726190	0.031282	0.971247
0.717647	0.031282	0.971236
0.720930	0.031795	0.970542
0.724138	0.032308	0.970533
0.727273	0.032821	0.970465
0.730337	0.033333	0.970399
0.733333	0.033846	0.970264
0.736264	0.034359	0.969726
0.728261	0.034359	0.969711
0.720430	0.034359	0.969375
0.723404	0.034872	0.969047
0.715789	0.034872	0.969014
0.708333	0.034872	0.968872
0.701031	0.034872	0.968745
0.693878	0.034872	0.968594
0.686869	0.034872	0.968095
0.690000	0.035385	0.967668
0.693069	0.035897	0.967331
0.696078	0.036410	0.967325
0.689320	0.036410	0.967276
0.692308	0.036923	0.967240
0.695238	0.037436	0.966867
0.688679	0.037436	0.966391
0.691589	0.037949	0.966276
0.694444	0.038462	0.966172
0.697248	0.038974	0.965734
0.690909	0.038974	0.965712
0.693694	0.039487	0.965674
0.696429	0.040000	0.965636
0.690265	0.040000	0.965567
0.684211	0.040000	0.965410
0.686957	0.040513	0.965160
0.681034	0.040513	0.965106
0.683761	0.041026	0.964672
0.677966	0.041026	0.963392
0.672269	0.041026	0.963258
0.666667	0.041026	0.963098
0.661157	0.041026	0.963019
0.663934	0.041538	0.962740
0.666667	0.042051	0.962628
0.669355	0.042564	0.962276
0.672000	0.043077	0.962194
0.666667	0.043077	0.962174
0.669291	0.043590	0.962147
0.671875	0.044103	0.962138
0.666667	0.044103	0.962119
0.661538	0.044103	0.962089
0.656489	0.044103	0.962015
0.659091	0.044615	0.961870
0.654135	0.044615	0.961464
0.649254	0.044615	0.961376
0.651852	0.045128	0.961207
0.654412	0.045641	0.961130
0.656934	0.046154	0.961075
0.652174	0.046154	0.960763
0.654676	0.046667	0.960022
0.657143	0.047179	0.959873
0.659574	0.047692	0.959344
0.661972	0.048205	0.959126
0.657343	0.048205	0.959071
0.659722	0.048718	0.958796
0.662069	0.049231	0.958468
0.664384	0.049744	0.958267
0.666667	0.050256	0.958194
0.668919	0.050769	0.958189
0.671141	0.051282	0.958003
0.666667	0.051282	0.957892
0.668874	0.051795	0.957482
0.671053	0.052308	0.957000
0.673203	0.052821	0.956756
0.675325	0.053333	0.956351
0.677419	0.053846	0.956346
0.673077	0.053846	0.955870
0.668790	0.053846	0.955507
0.670886	0.054359	0.955393
0.672956	0.054872	0.955362
0.668750	0.054872	0.954653
0.670807	0.055385	0.954546
0.666667	0.055385	0.954189
0.668712	0.055897	0.953851
0.670732	0.056410	0.953805
0.672727	0.056923	0.953723
0.674699	0.057436	0.953413
0.670659	0.057436	0.953395
0.672619	0.057949	0.953241
0.674556	0.058462	0.953106
0.676471	0.058974	0.952698
0.678363	0.059487	0.952493
0.680233	0.060000	0.952272
0.676301	0.060000	0.951913
0.678161	0.060513	0.951637
0.680000	0.061026	0.951349
0.676136	0.061026	0.951255
0.677966	0.061538	0.951247
0.674157	0.061538	0.950852
0.670391	0.061538	0.950812
0.672222	0.062051	0.950660
0.674033	0.062564	0.950539
0.675824	0.063077	0.950349
0.677596	0.063590	0.950023
0.679348	0.064103	0.949852
0.675676	0.064103	0.949710
0.677419	0.064615	0.949470
0.679144	0.065128	0.949404
0.675532	0.065128	0.949310
0.677249	0.065641	0.949187
0.673684	0.065641	0.949178
0.670157	0.065641	0.949085
0.671875	0.066154	0.949067
0.668394	0.066154	0.948109
0.664948	0.066154	0.948090
0.666667	0.066667	0.947854
0.668367	0.067179	0.947670
0.670051	0.067692	0.947629
0.666667	0.067692	0.947461
0.668342	0.068205	0.946408
0.670000	0.068718	0.946274
0.671642	0.069231	0.946099
0.673267	0.069744	0.946048
0.674877	0.070256	0.944665
0.671569	0.070256	0.944598
0.668293	0.070256	0.944593
0.669903	0.070769	0.944526
0.671498	0.071282	0.943719
0.673077	0.071795	0.943698
0.674641	0.072308	0.943630
0.671429	0.072308	0.943180
0.672986	0.072821	0.943171
0.669811	0.072821	0.943167
0.666667	0.072821	0.943065
0.668224	0.073333	0.942936
0.669767	0.073846	0.942748
0.666667	0.073846	0.942607
0.668203	0.074359	0.942297
0.669725	0.074872	0.942194
0.671233	0.075385	0.942059
0.672727	0.075897	0.941964
0.669683	0.075897	0.941449
0.671171	0.076410	0.940847
0.672646	0.076923	0.940212
0.669643	0.076923	0.940098
0.666667	0.076923	0.939874
0.668142	0.077436	0.939615
0.669604	0.077949	0.939427
0.666667	0.077949	0.939374
0.668122	0.078462	0.938814
0.669565	0.078974	0.938371
0.670996	0.079487	0.938272
0.672414	0.080000	0.937984
0.673820	0.080513	0.937648
0.675214	0.081026	0.937238
0.672340	0.081026	0.937228
0.673729	0.081538	0.937174
0.675105	0.082051	0.937115
0.676471	0.082564	0.937107
0.673640	0.082564	0.936592
0.670833	0.082564	0.936454
0.672199	0.083077	0.936088
0.669421	0.083077	0.936040
0.670782	0.083590	0.935861
0.668033	0.083590	0.935717
0.669388	0.084103	0.935489
0.670732	0.084615	0.935100
0.668016	0.084615	0.935100
0.669355	0.085128	0.934729
0.670683	0.085641	0.934573
0.668000	0.085641	0.934547
0.669323	0.086154	0.934448
0.666667	0.086154	0.934156
0.667984	0.086667	0.934123
0.665354	0.086667	0.934104
0.662745	0.086667	0.933987
0.660156	0.086667	0.933908
0.661479	0.087179	0.933876
0.662791	0.087692	0.933819
0.660232	0.087692	0.933662
0.661538	0.088205	0.933143
0.662835	0.088718	0.932604
0.660305	0.088718	0.932571
0.661597	0.089231	0.931729
0.662879	0.089744	0.931621
0.664151	0.090256	0.931494
0.661654	0.090256	0.930601
0.662921	0.090769	0.930014
0.664179	0.091282	0.930012
0.661710	0.091282	0.930012
0.662963	0.091795	0.929904
0.660517	0.091795	0.929783
0.661765	0.092308	0.929643
0.663004	0.092821	0.929212
0.664234	0.093333	0.929140
0.661818	0.093333	0.928126
0.659420	0.093333	0.927508
0.660650	0.093846	0.927501
0.658273	0.093846	0.927394
0.659498	0.094359	0.927333
0.660714	0.094872	0.926972
0.658363	0.094872	0.926590
0.659574	0.095385	0.926340
0.657244	0.095385	0.926180
0.658451	0.095897	0.926113
0.659649	0.096410	0.925943
0.660839	0.096923	0.925481
0.662021	0.097436	0.925232
0.663194	0.097949	0.925189
0.664360	0.098462	0.924654
0.662069	0.098462	0.924387
0.663230	0.098974	0.924382
0.664384	0.099487	0.924274
0.662116	0.099487	0.923923
0.663265	0.100000	0.923916
0.664407	0.100513	0.923859
0.662162	0.100513	0.923600
0.659933	0.100513	0.923312
0.661074	0.101026	0.923168
0.658863	0.101026	0.923112
0.656667	0.101026	0.922989
0.654485	0.101026	0.922456
0.655629	0.101538	0.922243
0.653465	0.101538	0.922167
0.654605	0.102051	0.922087
0.655738	0.102564	0.921218
0.656863	0.103077	0.920749
0.654723	0.103077	0.920726
0.652597	0.103077	0.920397
0.650485	0.103077	0.919914
0.648387	0.103077	0.919797
0.646302	0.103077	0.919583
0.644231	0.103077	0.919428
0.642173	0.103077	0.918965
0.640127	0.103077	0.918607
0.638095	0.103077	0.918570
0.639241	0.103590	0.918487
0.637224	0.103590	0.918463
0.638365	0.104103	0.918351
0.639498	0.104615	0.918210
0.637500	0.104615	0.918153
0.638629	0.105128	0.917828
0.639752	0.105641	0.917482
0.637771	0.105641	0.916956
0.638889	0.106154	0.916906
0.636923	0.106154	0.916222
0.638037	0.106667	0.916189
0.639144	0.107179	0.916166
0.637195	0.107179	0.916138
0.635258	0.107179	0.915993
0.633333	0.107179	0.915878
0.634441	0.107692	0.915480
0.635542	0.108205	0.914943
0.633634	0.108205	0.914937
0.631737	0.108205	0.914390
0.629851	0.108205	0.914153
0.627976	0.108205	0.913919
0.626113	0.108205	0.913900
0.624260	0.108205	0.913824
0.625369	0.108718	0.913689
0.626471	0.109231	0.913142
0.624633	0.109231	0.913096
0.625731	0.109744	0.913078
0.623907	0.109744	0.913021
0.622093	0.109744	0.912698
0.620290	0.109744	0.912652
0.618497	0.109744	0.912377
0.619597	0.110256	0.912359
0.620690	0.110769	0.912081
0.621777	0.111282	0.911661
0.622857	0.111795	0.910911
0.623932	0.112308	0.910739
0.625000	0.112821	0.910469
0.623229	0.112821	0.910214
0.624294	0.113333	0.910009
0.625352	0.113846	0.909983
0.623596	0.113846	0.909857
0.624650	0.114359	0.909825
0.625698	0.114872	0.909651
0.623955	0.114872	0.909609
0.625000	0.115385	0.909601
0.626039	0.115897	0.908915
0.624309	0.115897	0.908815
0.622590	0.115897	0.908787
0.623626	0.116410	0.908632
0.624658	0.116923	0.907905
0.622951	0.116923	0.907470
0.623978	0.117436	0.907393
0.625000	0.117949	0.907367
0.626016	0.118462	0.907323
0.624324	0.118462	0.907235
0.625337	0.118974	0.907232
0.626344	0.119487	0.907104
0.627346	0.120000	0.907047
0.625668	0.120000	0.906170
0.626667	0.120513	0.905887
0.625000	0.120513	0.905692
0.625995	0.121026	0.905289
0.624339	0.121026	0.905159
0.625330	0.121538	0.905037
0.626316	0.122051	0.904460
0.627297	0.122564	0.904352
0.628272	0.123077	0.904238
0.626632	0.123077	0.904154
0.627604	0.123590	0.903842
0.628571	0.124103	0.903072
0.629534	0.124615	0.902950
0.627907	0.124615	0.902778
0.626289	0.124615	0.902618
0.624679	0.124615	0.902462
0.623077	0.124615	0.902195
0.621483	0.124615	0.902186
0.619898	0.124615	0.902138
0.620865	0.125128	0.902129
0.619289	0.125128	0.902074
0.620253	0.125641	0.901842
0.621212	0.126154	0.901292
0.619647	0.126154	0.901062
0.620603	0.126667	0.900560
0.621554	0.127179	0.900515
0.620000	0.127179	0.900514
0.618454	0.127179	0.900200
0.616915	0.127179	0.900034
0.615385	0.127179	0.899714
0.613861	0.127179	0.899214
0.614815	0.127692	0.899130
0.615764	0.128205	0.898707
0.616708	0.128718	0.898325
0.615196	0.128718	0.898239
0.616137	0.129231	0.897987
0.614634	0.129231	0.897900
0.613139	0.129231	0.897585
0.614078	0.129744	0.897464
0.612591	0.129744	0.897438
0.611111	0.129744	0.897429
0.612048	0.130256	0.897252
0.610577	0.130256	0.897133
0.611511	0.130769	0.897127
0.612440	0.131282	0.896913
0.610979	0.131282	0.896615
0.609524	0.131282	0.896549
0.608076	0.131282	0.896452
0.606635	0.131282	0.896382
0.607565	0.131795	0.895558
0.606132	0.131795	0.895375
0.607059	0.132308	0.895225
0.605634	0.132308	0.894836
0.606557	0.132821	0.894418
0.607477	0.133333	0.894292
0.608392	0.133846	0.894217
0.609302	0.134359	0.894123
0.607889	0.134359	0.894055
0.608796	0.134872	0.893860
0.607390	0.134872	0.893731
0.605991	0.134872	0.893724
0.606897	0.135385	0.893634
0.605505	0.135385	0.893486
0.606407	0.135897	0.893372
0.607306	0.136410	0.893365
0.608200	0.136923	0.892989
0.606818	0.136923	0.892988
0.605442	0.136923	0.892594
0.604072	0.136923	0.892142
0.602709	0.136923	0.891838
0.603604	0.137436	0.891711
